company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
Prudential,UK,,FTSE100,Life insurance,34290000000,13614400000,15338,PRU.L
Reckitt,UK,,FTSE100,Household goods & home construction,39827200000,18046700000,36200,RKT.L
RELX,UK,,FTSE100,Media,54432200000,12179300000,37600,REL.L
Rentokil Initial,UK,,FTSE100,Support services,14224000000,6515100000,63388,RTO.L
Rio Tinto,UK,,FTSE100,Mining,149961600000,54394100000,56890,RIO.L
Rolls-Royce Holdings,UK,,FTSE100,Aerospace & defence,145440400000,26936700000,43162,RR.L
Sage Group,UK,,FTSE100,Software & computer services,9436100000,3340100000,11094,SGE.L
Sainsbury's,UK,,FTSE100,Food & drug retailing,9740900000,42735500000,139087,SBRY.L
Schroders,UK,,FTSE100,Financial services,11849100000,4343400000,5717,SDR.L
Scottish Mortgage Investment Trust,UK,,FTSE100,Collective investments,15240000000,,,SMT.L
Segro,UK,,FTSE100,Real estate investment trusts,15379700000,922020000,463,SGRO.L
Severn Trent,UK,,FTSE100,Multiline utilities,11658600000,3594100000,11544,SVT.L
Shell,UK,,FTSE100,Oil & gas producers,295465500000,257124200000,84000,SHEL.L
Smiths Group,UK,,FTSE100,General industrials,9867900000,3695700000,16000,SMIN.L
Smith & Nephew,UK,,FTSE100,Health care equipment & supplies,11950700000,4580000000,16988,SN.L
Spirax Group,UK,,FTSE100,Industrial engineering,6591300000,2159000000,10072,SPX.L
SSE,UK,,FTSE100,Electrical utilities & independent power producers,38760400000,12941300000,15197,SSE.L
Standard Chartered,UK,,FTSE100,Banks,59512200000,15680000000,81892,STAN.L
Standard Life,UK,,FTSE100,Life insurance,11633200000,36779200000,5519,PHNX.L
St. James's Place,UK,,FTSE100,Financial services,6896100000,38303200000,2859,STJ.L
Tesco,UK,,FTSE100,Food & drug retailing,37782500000,93611700000,340000,TSCO.L
Tritax Big Box REIT,UK,,FTSE100,Real estate investment trusts,5816600000,416306000,,BBOX.L
Unilever,UK,,FTSE100,Personal goods,126161800000,55956200000,93733,ULVR.L
United Utilities,UK,,FTSE100,Multiline utilities,13004800000,3327400000,7360,UU.L
Vodafone Group,UK,,FTSE100,Mobile telecommunications,34137600000,44869100000,91128,VOD.L
Weir Group,UK,,FTSE100,Industrial goods and services,8267700000,3251200000,12069,WEIR.L
Whitbread,UK,,FTSE100,Retail hospitality,5207000000,3708400000,31502,WTB.L
3M,US,,S&P500,Industrials,87670000000,25180000000,60500,MMM
A. O. Smith,US,,S&P500,Industrials,8180000000,3810000000,11500,AOS
Abbott Laboratories,US,,S&P500,Health Care,174740000000,46590000000,115000,ABT
AbbVie,US,,S&P500,Health Care,452740000000,62820000000,57000,ABBV
Accenture,US,,S&P500,Information Technology,84550000000,73100000000,779000,ACN
Adobe Inc.,US,,S&P500,Information Technology,84730000000,25200000000,31360,ADBE
Advanced Micro Devices,US,,S&P500,Information Technology,877150000000,37450000000,31000,AMD
AES Corporation,US,,S&P500,Utilities,10590000000,12490000000,8336,AES
Aflac,US,,S&P500,Financials,62940000000,18110000000,12716,AFL
Agilent Technologies,US,,S&P500,Health Care,39030000000,7230000000,18100,A
Air Products,US,,S&P500,Materials,65770000000,12460000000,21300,APD
Airbnb,US,,S&P500,Consumer Discretionary,81270000000,12650000000,8200,ABNB
Akamai Technologies,US,,S&P500,Information Technology,17730000000,4270000000,11000,AKAM
Albemarle Corporation,US,,S&P500,Materials,13880000000,5490000000,7800,ALB
Alexandria Real Estate Equities,US,,S&P500,Real Estate,8720000000,2930000000,514,ARE
Align Technology,US,,S&P500,Health Care,12020000000,4100000000,20290,ALGN
Allegion,US,,S&P500,Industrials,13550000000,4290000000,13300,ALLE
Alliant Energy,US,,S&P500,Utilities,19210000000,4420000000,4943,LNT
Allstate,US,,S&P500,Financials,65410000000,68170000000,53300,ALL
Alphabet Inc. (Class A),US,,S&P500,Communication Services,3900000000000,445870000000,190820,GOOGL
Alphabet Inc. (Class C),US,,S&P500,Communication Services,4180000000000,445870000000,190820,GOOG
Altria,US,,S&P500,Consumer Staples,120070000000,20380000000,5900,MO
Amazon,US,,S&P500,Consumer Discretionary,2520000000000,742780000000,1576000,AMZN
Amcor,US,,S&P500,Materials,19800000000,22190000000,77000,AMCR
Ameren,US,,S&P500,Utilities,31230000000,8550000000,8913,AEE
American Electric Power,US,,S&P500,Utilities,73120000000,22430000000,17581,AEP
American Express,US,,S&P500,Financials,232990000000,68810000000,76800,AXP
American International Group,US,,S&P500,Financials,41570000000,26700000000,22100,AIG
American Tower,US,,S&P500,Real Estate,77610000000,10820000000,4866,AMT
American Water Works,US,,S&P500,Utilities,26180000000,5210000000,7000,AWK
Ameriprise Financial,US,,S&P500,Financials,47100000000,19840000000,13600,AMP
Ametek,US,,S&P500,Industrials,55130000000,7600000000,22500,AME
Amgen,US,,S&P500,Health Care,198260000000,37220000000,31500,AMGN
Amphenol,US,,S&P500,Information Technology,193800000000,25900000000,170000,APH
Analog Devices,US,,S&P500,Information Technology,184640000000,12740000000,24500,ADI
Aon plc,US,,S&P500,Financials,75320000000,17490000000,60000,AON
APA Corporation,US,,S&P500,Energy,13040000000,8370000000,1791,APA
Apollo Global Management,US,,S&P500,Financials,68770000000,31290000000,2540,APO
Apple Inc.,US,,S&P500,Information Technology,4710000000000,451440000000,166000,AAPL
Applied Materials,US,,S&P500,Information Technology,449440000000,29020000000,36500,AMAT
AppLovin,US,,S&P500,Information Technology,134050000000,6160000000,898,APP
Aptiv,US,,S&P500,Consumer Discretionary,12120000000,20660000000,140000,APTV
Arch Capital Group,US,,S&P500,Financials,34710000000,19780000000,8000,ACGL
Archer Daniels Midland,US,,S&P500,Consumer Staples,41880000000,80580000000,41496,ADM
Ares Management,US,,S&P500,Financials,39880000000,5910000000,4250,ARES
Arista Networks,US,,S&P500,Information Technology,222880000000,9710000000,5115,ANET
Arthur J. Gallagher & Co.,US,,S&P500,Financials,62410000000,14200000000,72000,AJG
Assurant,US,,S&P500,Financials,13510000000,13160000000,14800,AIZ
AT&T,US,,S&P500,Communication Services,157600000000,127240000000,133030,T
Atmos Energy,US,,S&P500,Utilities,29830000000,4880000000,5487,ATO
Autodesk,US,,S&P500,Information Technology,42960000000,7510000000,14300,ADSK
Automatic Data Processing,US,,S&P500,Industrials,96180000000,21600000000,67000,ADP
AutoZone,US,,S&P500,Consumer Discretionary,47670000000,19990000000,130000,AZO
AvalonBay Communities,US,,S&P500,Real Estate,27230000000,3080000000,3041,AVB
Avery Dennison,US,,S&P500,Materials,11990000000,9010000000,35000,AVY
Axon Enterprise,US,,S&P500,Industrials,39680000000,2980000000,5100,AXON
Baker Hughes,US,,S&P500,Energy,55950000000,27890000000,56000,BKR
Ball Corporation,US,,S&P500,Materials,16530000000,13670000000,16000,BALL
Bank of America,US,,S&P500,Financials,428100000000,113930000000,213000,BAC
Baxter International,US,,S&P500,Health Care,11110000000,11320000000,37500,BAX
Becton Dickinson,US,,S&P500,Health Care,42080000000,22230000000,72000,BDX
Berkshire Hathaway,US,,S&P500,Financials,1050000000000,375390000000,387800,BRK.B
Best Buy,US,,S&P500,Consumer Discretionary,17760000000,41860000000,82000,BBY
Bio-Techne,US,,S&P500,Health Care,11210000000,1210000000,3100,TECH
Biogen,US,,S&P500,Health Care,29730000000,9940000000,7500,BIIB
BlackRock,US,,S&P500,Financials,169120000000,27300000000,21100,BLK
Blackstone Inc.,US,,S&P500,Financials,150540000000,15840000000,5285,BX
"Block, Inc.",US,,S&P500,Financials,46050000000,24480000000,10205,XYZ
BNY Mellon,US,,S&P500,Financials,143850000,10390000,2600,DMF
Boeing,US,,S&P500,Industrials,164540000000,92180000000,182000,BA
Booking Holdings,US,,S&P500,Consumer Discretionary,133630000000,27690000000,24300,BKNG
Boston Scientific,US,,S&P500,Health Care,64170000000,20610000000,59000,BSX
Bristol Myers Squibb,US,,S&P500,Health Care,125870000000,48480000000,32500,BMY
Broadcom,US,,S&P500,Information Technology,1860000000000,75470000000,33000,AVGO
Broadridge Financial Solutions,US,,S&P500,Industrials,16600000000,7320000000,15000,BR
Brown & Brown,US,,S&P500,Financials,22210000000,6260000000,22888,BRO
Brown–Forman,US,,S&P500,Consumer Staples,11820000000,3930000000,4900,BF.B
Builders FirstSource,US,,S&P500,Industrials,7520000000,14820000000,28000,BLDR
Bunge Global,US,,S&P500,Consumer Staples,23860000000,80550000000,22000,BG
"BXP, Inc.",US,,S&P500,Real Estate,12130000000,3160000000,826,BXP
C.H. Robinson,US,,S&P500,Industrials,24350000000,16200000000,11855,CHRW
Cadence Design Systems,US,,S&P500,Information Technology,92010000000,5530000000,13800,CDNS
Camden Property Trust,US,,S&P500,Real Estate,11720000000,1580000000,1640,CPT
Capital One,US,,S&P500,Financials,121390000000,48110000000,76300,COF
Cardinal Health,US,,S&P500,Health Care,52220000000,250740000000,57700,CAH
Carnival Corporation,US,,S&P500,Consumer Discretionary,34870000000,27310000000,101000,CCL
Carrier Global,US,,S&P500,Industrials,57130000000,21870000000,47000,CARR
Carvana,US,,S&P500,Consumer Discretionary,66980000000,22520000000,23100,CVNA
Casey's,US,,S&P500,Consumer Staples,32110000000,17560000000,49848,CASY
Caterpillar Inc.,US,,S&P500,Industrials,416030000000,70760000000,118000,CAT
Cboe Global Markets,US,,S&P500,Financials,30040000000,4790000000,1661,CBOE
CBRE Group,US,,S&P500,Real Estate,39920000000,42200000000,155000,CBRE
CDW Corporation,US,,S&P500,Information Technology,16660000000,22900000000,14800,CDW
Cencora,US,,S&P500,Health Care,58820000000,328680000000,51000,COR
Centene Corporation,US,,S&P500,Health Care,31540000000,178330000000,61100,CNC
CenterPoint Energy,US,,S&P500,Utilities,28810000000,9410000000,14931,CNP
CF Industries,US,,S&P500,Materials,19360000000,7410000000,2900,CF
Charles River Laboratories,US,,S&P500,Health Care,10890000000,4030000000,19700,CRL
Charles Schwab Corporation,US,,S&P500,Financials,176900000000,26030000000,33000,SCHW
Charter Communications,US,,S&P500,Communication Services,17330000000,54640000000,91900,CHTR
Chevron Corporation,US,,S&P500,Energy,387690000000,185740000000,43039,CVX
Chipotle Mexican Grill,US,,S&P500,Consumer Discretionary,40820000000,12140000000,130301,CMG
Chubb Limited,US,,S&P500,Financials,135320000000,62030000000,45000,CB
Church & Dwight,US,,S&P500,Consumer Staples,22680000000,6210000000,5550,CHD
Ciena,US,,S&P500,Information Technology,57850000000,5570000000,9080,CIEN
Cigna,US,,S&P500,Health Care,75890000000,277890000000,67700,CI
Cincinnati Financial,US,,S&P500,Financials,27710000000,12930000000,5705,CINF
Cintas,US,,S&P500,Industrials,81250000000,11260000000,48300,CTAS
Cisco,US,,S&P500,Information Technology,445660000000,60750000000,86200,CSCO
Citigroup,US,,S&P500,Financials,220900000000,81710000000,226000,C
Citizens Financial Group,US,,S&P500,Financials,30000000000,8160000000,17398,CFG
Clorox,US,,S&P500,Consumer Staples,11380000000,6760000000,7600,CLX
CME Group,US,,S&P500,Financials,91560000000,6760000000,3875,CME
CMS Energy,US,,S&P500,Utilities,22880000000,8820000000,8350,CMS
Coca-Cola Company (The),US,,S&P500,Consumer Staples,348500000000,49280000000,65900,KO
Cognizant,US,,S&P500,Information Technology,20150000000,21410000000,351600,CTSH
Coherent Corp.,US,,S&P500,Information Technology,61820000000,6600000000,30216,COHR
Coinbase,US,,S&P500,Financials,42680000000,6290000000,4951,COIN
Colgate-Palmolive,US,,S&P500,Consumer Staples,71800000000,20800000000,33600,CL
Comcast,US,,S&P500,Communication Services,80550000000,124900000000,179000,CMCSA
Comfort Systems USA,US,,S&P500,Industrials,64950000000,10140000000,22700,FIX
ConocoPhillips,US,,S&P500,Energy,147670000000,59380000000,9900,COP
Consolidated Edison,US,,S&P500,Utilities,41460000000,17220000000,15407,ED
Constellation Brands,US,,S&P500,Consumer Staples,22140000000,9060000000,9400,STZ
Constellation Energy,US,,S&P500,Utilities,97490000000,29870000000,15339,CEG
Cooper Companies (The),US,,S&P500,Health Care,13680000000,4230000000,15000,COO
Copart,US,,S&P500,Industrials,25010000000,4640000000,11600,CPRT
Corning Inc.,US,,S&P500,Information Technology,135550000000,16320000000,67200,GLW
Corpay,US,,S&P500,Financials,23490000000,4780000000,11800,CPAY
Corteva,US,,S&P500,Materials,59040000000,17890000000,21500,CTVA
CoStar Group,US,,S&P500,Real Estate,10970000000,3410000000,8441,CSGP
Costco,US,,S&P500,Consumer Staples,408080000000,293590000000,341000,COST
CRH plc,US,,S&P500,Materials,65770000000,38060000000,83032,CRH
CrowdStrike,US,,S&P500,Information Technology,186950000000,5090000000,10698,CRWD
Crown Castle,US,,S&P500,Real Estate,32120000000,4160000000,4000,CCI
CSX Corporation,US,,S&P500,Industrials,97240000000,14510000000,23000,CSX
Cummins,US,,S&P500,Industrials,91980000000,33890000000,67400,CMI
CVS Health,US,,S&P500,Health Care,135890000000,405620000000,300000,CVS
Danaher Corporation,US,,S&P500,Health Care,133190000000,25110000000,60000,DHR
Darden Restaurants,US,,S&P500,Consumer Discretionary,22170000000,13210000000,197124,DRI
Datadog,US,,S&P500,Information Technology,86740000000,3670000000,8100,DDOG
DaVita,US,,S&P500,Health Care,14920000000,13840000000,78000,DVA
Deckers Brands,US,,S&P500,Consumer Discretionary,13870000000,5470000000,6000,DECK
Deere & Company,US,,S&P500,Industrials,165910000000,47340000000,73100,DE
Dell Technologies,US,,S&P500,Information Technology,286540000000,134000000000,97000,DELL
Delta Air Lines,US,,S&P500,Industrials,53260000000,68290000000,103000,DAL
Devon Energy,US,,S&P500,Energy,52390000000,16000000000,2200,DVN
Dexcom,US,,S&P500,Health Care,27220000000,4820000000,11100,DXCM
Diamondback Energy,US,,S&P500,Energy,57840000000,14460000000,1762,FANG
Digital Realty,US,,S&P500,Real Estate,67850000000,6310000000,4282,DLR
Dollar General,US,,S&P500,Consumer Staples,25370000000,43080000000,194000,DG
Dollar Tree,US,,S&P500,Consumer Staples,22670000000,19750000000,153032,DLTR
Dominion Energy,US,,S&P500,Utilities,62590000000,17450000000,15200,D
Domino's,US,,S&P500,Consumer Discretionary,10550000000,5030000000,10200,DPZ
DoorDash,US,,S&P500,Consumer Discretionary,74540000000,14720000000,31400,DASH
Dover Corporation,US,,S&P500,Industrials,26620000000,8420000000,24000,DOV
Dow Inc.,US,,S&P500,Materials,22230000000,41320000000,34600,DOW
D. R. Horton,US,,S&P500,Consumer Discretionary,39330000000,33350000000,14341,DHI
DTE Energy,US,,S&P500,Utilities,30840000000,16520000000,9650,DTE
Duke Energy,US,,S&P500,Utilities,100510000000,32720000000,26441,DUK
DuPont,US,,S&P500,Materials,18550000000,6920000000,15000,DD
Eaton Corporation,US,,S&P500,Industrials,160500000000,28520000000,97000,ETN
eBay Inc.,US,,S&P500,Consumer Discretionary,48650000000,11600000000,12300,EBAY
EchoStar,US,,S&P500,Communication Services,26320000000,14800000000,12100,ECHO
Ecolab,US,,S&P500,Materials,74330000000,16450000000,48000,ECL
Edison International,US,,S&P500,Utilities,30840000000,19610000000,13725,EIX
Edwards Lifesciences,US,,S&P500,Health Care,48130000000,6300000000,16000,EW
Electronic Arts,US,,S&P500,Communication Services,52380000000,7530000000,14600,EA
Elevance Health,US,,S&P500,Health Care,81800000000,201110000000,97100,ELV
Emcor,US,,S&P500,Industrials,33980000000,17750000000,44000,EME
Emerson Electric,US,,S&P500,Industrials,80270000000,18320000000,71000,EMR
Entergy,US,,S&P500,Utilities,52840000000,13290000000,12233,ETR
EOG Resources,US,,S&P500,Energy,77860000000,23570000000,3400,EOG
EQT Corporation,US,,S&P500,Energy,33500000000,9310000000,1523,EQT
Equifax,US,,S&P500,Industrials,19190000000,6440000000,15000,EFX
Equinix,US,,S&P500,Real Estate,102180000000,9530000000,13716,EQIX
Equity Residential,US,,S&P500,Real Estate,26210000000,3130000000,2400,EQR
Erie Indemnity,US,,S&P500,Financials,11180000000,4090000000,6667,ERIE
Essex Property Trust,US,,S&P500,Real Estate,19490000000,1970000000,1689,ESS
Estée Lauder Companies (The),US,,S&P500,Consumer Staples,28810000000,14830000000,57000,EL
Everest Group,US,,S&P500,Financials,14850000000,17340000000,3064,EG
Evergy,US,,S&P500,Utilities,19910000000,6030000000,4691,EVRG
Eversource Energy,US,,S&P500,Utilities,27990000000,13930000000,10731,ES
Exelon,US,,S&P500,Utilities,48180000000,24790000000,20571,EXC
Expand Energy,US,,S&P500,Energy,22140000000,12960000000,1600,EXE
Expedia Group,US,,S&P500,Consumer Discretionary,30640000000,15170000000,16000,EXPE
Expeditors International,US,,S&P500,Industrials,23120000000,11190000000,19800,EXPD
Extra Space Storage,US,,S&P500,Real Estate,32020000000,3480000000,8393,EXR
ExxonMobil,US,,S&P500,Energy,652010000000,326010000000,58000,XOM
"F5, Inc.",US,,S&P500,Information Technology,22280000000,3220000000,6578,FFIV
FactSet,US,,S&P500,Financials,8640000000,2440000000,12800,FDS
Fair Isaac,US,,S&P500,Information Technology,27810000000,2260000000,3811,FICO
Fastenal,US,,S&P500,Industrials,52410000000,8750000000,24489,FAST
Federal Realty Investment Trust,US,,S&P500,Real Estate,10830000000,1310000000,320,FRT
FedEx,US,,S&P500,Industrials,74720000000,94720000000,530000,FDX
FedEx Freight,US,,S&P500,Industrials,23050000000,8680000000,40000,FDXF
Fidelity National Information Services,US,,S&P500,Financials,20750000000,11440000000,44000,FIS
Fifth Third Bancorp,US,,S&P500,Financials,51340000000,10070000000,18676,FITB
First Solar,US,,S&P500,Information Technology,22080000000,5420000000,7900,FSLR
FirstEnergy,US,,S&P500,Utilities,28560000000,15340000000,11186,FE
Fiserv,US,,S&P500,Financials,26590000000,21090000000,38000,FISV
Flex Ltd.,US,,S&P500,Information Technology,47010000000,27910000000,149686,FLEX
Ford Motor Company,US,,S&P500,Consumer Discretionary,56260000000,189860000000,169000,F
Fortinet,US,,S&P500,Information Technology,111470000000,7110000000,15109,FTNT
Fortive,US,,S&P500,Industrials,18340000000,4240000000,10000,FTV
Fox Corporation (Class A),US,,S&P500,Communication Services,23070000000,16200000000,10200,FOXA
Fox Corporation (Class B),US,,S&P500,Communication Services,22420000000,16200000000,10200,FOX
Franklin Resources,US,,S&P500,Financials,16660000000,9030000000,9800,BEN
Freeport-McMoRan,US,,S&P500,Materials,91230000000,25870000000,29000,FCX
Garmin,US,,S&P500,Consumer Discretionary,46760000000,7460000000,23000,GRMN
Gartner,US,,S&P500,Information Technology,8750000000,6470000000,20244,IT
GE Aerospace,US,,S&P500,Industrials,362110000000,50640000000,57000,GE
GE HealthCare,US,,S&P500,Health Care,28030000000,20980000000,54000,GEHC
GE Vernova,US,,S&P500,Industrials,274490000000,39380000000,78000,GEV
Gen Digital,US,,S&P500,Information Technology,15130000000,5000000000,3900,GEN
Generac,US,,S&P500,Industrials,12350000000,4330000000,9400,GNRC
General Dynamics,US,,S&P500,Industrials,102560000000,53810000000,117000,GD
General Mills,US,,S&P500,Consumer Staples,19110000000,18420000000,30000,GIS
General Motors,US,,S&P500,Consumer Discretionary,70200000000,185530000000,156000,GM
Genuine Parts Company,US,,S&P500,Consumer Discretionary,16480000000,25070000000,65000,GPC
Gilead Sciences,US,,S&P500,Health Care,161090000000,29740000000,17000,GILD
Global Payments,US,,S&P500,Financials,21260000000,8860000000,26000,GPN
Globe Life,US,,S&P500,Financials,13230000000,6190000000,3695,GL
GoDaddy,US,,S&P500,Information Technology,11580000000,5020000000,5845,GDDY
Goldman Sachs,US,,S&P500,Financials,330070000000,67570000000,47400,GS
Halliburton,US,,S&P500,Energy,27550000000,22370000000,46000,HAL
Hartford (The),US,,S&P500,Financials,38860000000,28790000000,19200,HIG
Hasbro,US,,S&P500,Consumer Discretionary,12330000000,4970000000,4520,HAS
HCA Healthcare,US,,S&P500,Health Care,82950000000,76390000000,320000,HCA
Healthpeak Properties,US,,S&P500,Real Estate,15470000000,2870000000,411,DOC
Henry Schein,US,,S&P500,Health Care,9520000000,13380000000,25000,HSIC
Hershey Company (The),US,,S&P500,Consumer Staples,34850000000,11990000000,19595,HSY
Hewlett Packard Enterprise,US,,S&P500,Information Technology,64000000000,38790000000,67000,HPE
Hilton Worldwide,US,,S&P500,Consumer Discretionary,72530000000,5070000000,182000,HLT
Home Depot (The),US,,S&P500,Consumer Discretionary,324410000000,166590000000,472400,HD
Honeywell Aerospace,US,,S&P500,Industrials,62760000000,17680000000,30000,HONA
Honeywell Technologies,US,,S&P500,Industrials,62760000000,17680000000,30000,HONA
Hormel Foods,US,,S&P500,Consumer Staples,13630000000,12220000000,20000,HRL
Host Hotels & Resorts,US,,S&P500,Real Estate,16740000000,6180000000,162,HST
Howmet Aerospace,US,,S&P500,Industrials,114810000000,8620000000,25430,HWM
HP Inc.,US,,S&P500,Information Technology,22680000000,57420000000,55000,HPQ
Hubbell Incorporated,US,,S&P500,Industrials,25620000000,6000000000,18000,HUBB
Humana,US,,S&P500,Health Care,47020000000,137200000000,67060,HUM
Huntington Bancshares,US,,S&P500,Financials,35260000000,9170000000,20424,HBAN
Huntington Ingalls Industries,US,,S&P500,Industrials,11290000000,12850000000,44000,HII
IBM,US,,S&P500,Information Technology,193110000000,69100000000,264300,IBM
IDEX Corporation,US,,S&P500,Industrials,16480000000,3530000000,8700,IEX
Idexx Laboratories,US,,S&P500,Health Care,42390000000,4450000000,11000,IDXX
Illinois Tool Works,US,,S&P500,Industrials,79110000000,16220000000,43000,ITW
Incyte,US,,S&P500,Health Care,23210000000,5360000000,2844,INCY
Ingersoll Rand,US,,S&P500,Industrials,33070000000,7780000000,21000,IR
Insulet Corporation,US,,S&P500,Health Care,10940000000,2900000000,5400,PODD
Intel,US,,S&P500,Information Technology,509640000000,53760000000,85100,INTC
Interactive Brokers,US,,S&P500,Financials,40610000000,6840000000,3182,IBKR
Intercontinental Exchange,US,,S&P500,Financials,80600000000,10440000000,12844,ICE
International Flavors & Fragrances,US,,S&P500,Materials,18480000000,10790000000,21500,IFF
International Paper,US,,S&P500,Materials,19970000000,24340000000,62602,IP
Intuit,US,,S&P500,Information Technology,77060000000,20930000000,18200,INTU
Intuitive Surgical,US,,S&P500,Health Care,117760000000,11030000000,17021,ISRG
Invesco,US,,S&P500,Financials,13290000000,6590000000,7499,IVZ
Invitation Homes,US,,S&P500,Real Estate,17630000000,2780000000,1725,INVH
IQVIA,US,,S&P500,Health Care,34090000000,16630000000,93000,IQV
Iron Mountain,US,,S&P500,Real Estate,37490000000,7250000000,29400,IRM
J.B. Hunt,US,,S&P500,Industrials,27230000000,12700000000,31750,JBHT
Jabil,US,,S&P500,Information Technology,33700000000,33590000000,135000,JBL
Jack Henry & Associates,US,,S&P500,Financials,10430000000,2520000000,7240,JKHY
Jacobs Solutions,US,,S&P500,Industrials,15590000000,13170000000,43000,J
Johnson & Johnson,US,,S&P500,Health Care,621350000000,97930000000,138200,JNJ
Johnson Controls,US,,S&P500,Industrials,87830000000,24430000000,87000,JCI
JPMorgan Chase,US,,S&P500,Financials,925720000000,186330000000,318512,JPM
Kenvue,US,,S&P500,Consumer Staples,36150000000,15290000000,22000,KVUE
Keurig Dr Pepper,US,,S&P500,Consumer Staples,40440000000,16940000000,30600,KDP
KeyCorp,US,,S&P500,Financials,24360000000,7370000000,17883,KEY
Keysight Technologies,US,,S&P500,Information Technology,56180000000,6090000000,16800,KEYS
Kimberly-Clark,US,,S&P500,Consumer Staples,35480000000,16560000000,36000,KMB
Kimco Realty,US,,S&P500,Real Estate,17450000000,2160000000,710,KIM
Kinder Morgan,US,,S&P500,Energy,72420000000,17960000000,11028,KMI
KKR & Co.,US,,S&P500,Financials,85970000000,25350000000,5043,KKR
KLA Corporation,US,,S&P500,Information Technology,282420000000,13100000000,15200,KLAC
Kraft Heinz,US,,S&P500,Consumer Staples,30100000000,24990000000,35000,KHC
Kroger,US,,S&P500,Consumer Staples,34070000000,148650000000,403000,KR
L3Harris,US,,S&P500,Industrials,55570000000,22480000000,45000,LHX
Labcorp,US,,S&P500,Health Care,23560000000,14140000000,71000,LH
Lam Research,US,,S&P500,Information Technology,401150000000,21680000000,17200,LRCX
Las Vegas Sands,US,,S&P500,Consumer Discretionary,30370000000,13720000000,41500,LVS
Leidos,US,,S&P500,Industrials,13780000000,17330000000,47000,LDOS
Lennar,US,,S&P500,Consumer Discretionary,19490000000,32740000000,12532,LEN
Lennox International,US,,S&P500,Industrials,18610000000,5260000000,12900,LII
Lilly (Eli),US,,S&P500,Health Care,1050000000000,72250000000,50000,LLY
Linde plc,US,,S&P500,Materials,234180000000,34660000000,65177,LIN
Live Nation Entertainment,US,,S&P500,Communication Services,41050000000,25610000000,34700,LYV
Lockheed Martin,US,,S&P500,Industrials,130270000000,77010000000,123000,LMT
Loews Corporation,US,,S&P500,Financials,23680000000,18520000000,13100,L
Lowe's,US,,S&P500,Consumer Discretionary,112870000000,88430000000,276000,LOW
Lululemon Athletica,US,,S&P500,Consumer Discretionary,12650000000,11200000000,39000,LULU
Lumentum,US,,S&P500,Information Technology,66060000000,2490000000,10562,LITE
LyondellBasell,US,,S&P500,Materials,19970000000,29670000000,18970,LYB
M&T Bank,US,,S&P500,Financials,35470000000,9450000000,22278,MTB
Marathon Petroleum,US,,S&P500,Energy,91520000000,135950000000,18500,MPC
Marriott International,US,,S&P500,Consumer Discretionary,95640000000,7180000000,414000,MAR
Marsh McLennan,US,,S&P500,Financials,83820000000,27950000000,95000,MRSH
Martin Marietta Materials,US,,S&P500,Materials,33080000000,6350000000,9600,MLM
Marvell Technology,US,,S&P500,Information Technology,181630000000,8720000000,7480,MRVL
Masco,US,,S&P500,Industrials,15370000000,7680000000,18000,MAS
Mastercard,US,,S&P500,Financials,466180000000,33940000000,39800,MA
McCormick & Company,US,,S&P500,Consumer Staples,13600000000,7390000000,14100,MKC
McDonald's,US,,S&P500,Consumer Discretionary,186450000000,27450000000,150000,MCD
McKesson Corporation,US,,S&P500,Health Care,95690000000,403430000000,43000,MCK
Medtronic,US,,S&P500,Health Care,104900000000,36360000000,95000,MDT
Merck & Co.,US,,S&P500,Health Care,321300000000,65770000000,75000,MRK
Meta Platforms,US,,S&P500,Communication Services,1540000000000,214960000000,78865,META
MetLife,US,,S&P500,Financials,59490000000,77580000000,46000,MET
Mettler Toledo,US,,S&P500,Health Care,26450000000,4090000000,18100,MTD
MGM Resorts,US,,S&P500,Consumer Discretionary,11550000000,17720000000,78000,MGM
Microchip Technology,US,,S&P500,Information Technology,43990000000,4710000000,17900,MCHP
Micron Technology,US,,S&P500,Information Technology,1120000000000,90270000000,53000,MU
Microsoft,US,,S&P500,Information Technology,2840000000000,318270000000,228000,MSFT
Mid-America Apartment Communities,US,,S&P500,Real Estate,15690000000,2210000000,2507,MAA
Moderna,US,,S&P500,Health Care,22720000000,2230000000,4700,MRNA
Molson Coors Beverage Company,US,,S&P500,Consumer Staples,7460000000,11190000000,16200,TAP
Mondelez International,US,,S&P500,Consumer Staples,76860000000,39300000000,91000,MDLZ
Monolithic Power Systems,US,,S&P500,Information Technology,68390000000,2960000000,4501,MPWR
Monster Beverage,US,,S&P500,Consumer Staples,91430000000,8790000000,6891,MNST
Moody's Corporation,US,,S&P500,Financials,82960000000,8160000000,16076,MCO
Morgan Stanley,US,,S&P500,Financials,338460000000,77830000000,83000,MS
Mosaic Company (The),US,,S&P500,Materials,7110000000,12430000000,13249,MOS
Motorola Solutions,US,,S&P500,Information Technology,67550000000,11870000000,23000,MSI
MSCI Inc.,US,,S&P500,Financials,40450000000,3330000000,6286,MSCI
"Nasdaq, Inc.",US,,S&P500,Financials,51890000000,5610000000,9525,NDAQ
NetApp,US,,S&P500,Information Technology,32640000000,6930000000,11700,NTAP
Netflix,US,,S&P500,Communication Services,286940000000,48370000000,16000,NFLX
Newmont,US,,S&P500,Materials,100270000000,24970000000,17500,NEM
