company,cc,market_cap_usd,revenue_usd,employees,ticker
Whitbread,UK,5207000000,3708400000,31502,WTB.L
Wienerberger,AT,2408400000,4935600000,20220,WIE.VI
Will Semiconductor,CN,17531944444,4000000000,6160,603501
Williams Companies,US,92140000000,12110000000,5987,WMB
"Williams-Sonoma, Inc.",US,25650000000,7880000000,19800,WSM
Willis Towers Watson,US,27020000000,9900000000,46900,WTW
Wilmar International,SG,18171641791,70420000000,100000,F34.SI
Winbond Electronics,TW,22640625000,3364687500,4899,2344
Wipro,IN,20843373494,11441927711,240000,WIPRO.NS
Wistron,TW,17243750000,84062500000,8212,3231
Wiwynn,TW,31875000000,33125000000,415,6669
Wolters Kluwer,NL,14439600000,6620400000,20746,WKL.AS
Woodside Energy,AU,40300000000,12980000000,4693,WDS.AX
Woolworths Holdings,ZA,2280540541,4411351351,37714,WHL.JO
Woori Financial,KR,16733333333,7488888889,68,316140.KS
"Workday, Inc.",US,31980000000,9850000000,21000,WDAY
Worldline,FR,614001600,4352400000,17948,WLN.PA
WuXi AppTec,CN,52611111111,6416666667,33834,603259
WuXi AppTec,HK,56225641026,6733333333,33834,2359
WuXi Biologics,CN,20644871795,3108974359,13252,2269
WuXi Biologics,HK,20644871795,3108974359,13252,2269
Wuliangye Yibin,CN,40347222222,6427777778,25216,000858
Wynn Resorts,US,9960000000,7290000000,28500,WYNN
Wärtsilä,FI,19569600000,7441200000,17938,WRT1V.HE
X5 Group,RU,,36900000000,,FIVE
XL Axiata,ID,2925949367,2889873418,2891,EXCL.JK
Xcel Energy,US,50310000000,14780000000,11534,XEL
Xero,AU,7333333333,1647000000,5114,XRO.AX
Xiaomi,CN,89556410256,64867948718,55994,1810
Xiaomi,HK,89556410256,64867948718,55994,1810
Xinyi Glass,CN,5121794872,2971794872,16057,0868
Xinyi Glass,HK,5121794872,2971794872,16057,0868
Xinyi Solar,CN,2579487179,2975641026,7712,0968
Xinyi Solar,HK,2579487179,2975641026,7712,0968
Xylem Inc.,US,27650000000,9090000000,22000,XYL
Yageo,TW,45312500000,4374687500,39000,2327
Yamaha Corporation,JP,3588066667,3102200000,17886,7951.T
"Yamaha Motor Company, Ltd.",JP,8333333333,17600000000,55176,7272.T
"Yamato Holdings Co., Ltd.",JP,4258266667,12466666667,174696,9064.T
Yanbu National Petrochemical (Yansab),SA,4885333333,1442666667,,2290.SR
Yandex,RU,,20000000000,36991,
Yangzijiang Shipbuilding,SG,11835820896,3958000000,7306,BS6.SI
Yapı Kredi,TR,8748125000,6564375000,15656,YKBNK
Yara International,NO,10598130841,15313084112,15702,YAR.OL
"Yaskawa Electric Corporation, Limited",JP,9200000000,3703066667,12483,6506.T
Yduqs,BR,375925926,1025925926,17085,YDUQ3
Yokogawa Electric Corp.,JP,9666666667,4032200000,18313,6841.T
Yokohama Financial Group,JP,14333333333,2572533333,6313,7186.T
"Yokohama Rubber Co., Ltd.",JP,8133333333,8200000000,34471,5101.T
Yuanta Financial Holding,TW,26370625000,4718437500,15791,2885
Yuhan,KR,3940740741,1622222222,2087,000100.KS
Yum! Brands,US,40770000000,8490000000,49000,YUM
"ZOZO Co., Ltd",JP,6666666667,1522466667,1894,3092.T
ZTE,CN,23172222222,18877777778,65095,000063
ZTO Express,CN,18379487179,7503846154,23399,2057
ZTO Express,HK,18379487179,7503846154,23399,2057
Zalando,DE,7344000000,13953600000,16998,ZAL.DE
Zealand Pharma,DK,2985507246,1339130435,544,ZEAL.CO
Zebra Technologies,US,12240000000,5580000000,10700,ZBRA
Zellidja S.A,MA,10000000,,,
Zhangzhou Pientzehuang Pharmaceutical,CN,11444444444,1194444444,2886,600436
Zhejiang Sanhua Intelligent Controls,CN,20722222222,4322222222,19090,002050
Zhen Ding Technology,TW,16922187500,5724062500,24295,4958
Zhongji Innolight,CN,173611111111,7091666667,11625,300308
Zhongsheng Group,CN,1305128205,23455128205,30287,0881
Zhongsheng Group,HK,1305128205,23455128205,30287,0881
Zijin Mining,CN,125941025641,53721794872,66708,2899
Zijin Mining,HK,125941025641,53721794872,66708,2899
Zijin Mining Group,CN,117844444444,51201388889,66708,601899
Zimmer Biomet,US,17170000000,8410000000,17000,ZBH
Zoetis,US,31020000000,9530000000,14500,ZTS
Zurich Insurance Group AG,CH,104378100000,73080000000,63000,ZURN.SW
Zydus Lifesciences,IN,13493975904,3270843373,29980,ZYDUSLIFE.NS
argenx,BE,47450000000,4650000000,1863,ARGX.BR
e& (Emirates Telecom),AE,47488000000,20547000000,,EAND.AD
eBay Inc.,US,48650000000,11600000000,12300,EBAY
mBank,PL,14460000000,3030000000,7851,MBK
Österreichische Post,AT,2376000000,3304800000,27868,POST.VI
Ørsted,DK,29302898551,11617391304,7675,ORSTED.CO
Şişecam,TR,4181250000,6953437500,22318,SISE
Żabka Group,PL,8357500000,7012500000,4257,ZAB
